created_by,created_date,enabled,last_modified_by,last_modified_date,code,label
10000,2017-09-06 02:24:09.123000,1,10000,2017-09-06 02:49:00.705000,ROLE_ADMIN,Administrator
10000,2017-09-06 02:24:09.123000,1,10000,2017-09-06 02:49:00.705000,ROLE_CUSTOMER,Customer
10000,2017-09-06 02:24:09.123000,1,10000,2017-09-06 02:49:00.705000,ROLE_DEVELOPER,Developer
10000,2017-09-06 02:24:09.123000,1,10000,2017-09-06 02:49:00.705000,ROLE_AGENT,Agent
